t,x,y,yaw
19.600000,8.884818,-9.588208,0.412237
19.633333,8.884864,-9.568547,0.435214
19.666667,8.879144,-9.538132,0.458470
19.700000,8.861613,-9.486581,0.481414
19.733333,8.830367,-9.412668,0.503953
19.766667,8.790479,-9.327345,0.525888
19.800000,8.746742,-9.239444,0.546656
19.833333,8.700158,-9.150756,0.566917
19.866667,8.650640,-9.061391,0.587631
19.900000,8.598074,-8.971473,0.609096
19.933333,8.543612,-8.882690,0.630304
19.966667,8.488611,-8.796580,0.650048
20.000000,8.434518,-8.714620,0.668318
20.033333,8.382796,-8.638255,0.685784
20.066667,8.337539,-8.571934,0.702771
20.100000,8.301702,-8.518428,0.719897
20.133333,8.264857,-8.465632,0.739087
20.166667,8.222886,-8.409190,0.758123
20.200000,8.185554,-8.359167,0.775027
20.233333,8.154566,-8.316739,0.790081
20.266667,8.127261,-8.278947,0.805349
20.300000,8.097866,-8.240271,0.822268
20.333333,8.057370,-8.192782,0.839991
20.366667,7.999373,-8.131657,0.858181
20.400000,7.921802,-8.056273,0.876806
20.433333,7.830426,-7.972253,0.894483
20.466667,7.737679,-7.889733,0.910854
20.500000,7.645220,-7.809907,0.926858
20.533333,7.551434,-7.731656,0.943720
20.566667,7.452990,-7.652809,0.961594
20.600000,7.351516,-7.574585,0.979142
20.633333,7.250471,-7.499075,0.995139
20.666667,7.150016,-7.426110,1.009768
20.700000,7.053667,-7.357678,1.023792
20.733333,6.968464,-7.297655,1.037107
20.766667,6.898085,-7.247725,1.050479
20.800000,6.826956,-7.198899,1.065959
20.833333,6.749758,-7.148410,1.082050
20.866667,6.675401,-7.100829,1.096086
20.900000,6.607613,-7.057726,1.108348
